Boat Name,Sail No,Cert No,Issue Date,Cert Year,TCC,Endorsed,Dayboat,Short Handed,Non Spi TCC,Crew,DLR,LH,Beam,Draft,Headsails,Series Date,Age Date,Racing Area,SSS Base Value,STIX,AVS,Category,ValidCode
EYE APPEAL,8063,15653,10/06/2014,2014,1.041,E,,,1.018,8,171,10.97,3.4,2.37,Multiple,1995,2006,401,30,0,0,0,Yes
KELONIA,JPN1733,15656,27/01/2015,2015,1.044,,,,1.034,8,172,10.67,3.55,2.39,Multiple,1994,1994,148,23,0,0,0,Yes
TRACER,JPN6162,15660,16/01/2015,2015,1.027,E,,,1.014,8,212,10.64,3.45,2.22,Multiple,2001,2003,148,27,34,126,A,Yes
NJORD,JPN6378,15663,16/02/2015,2015,1.034,,,,1.015,8,209,10.68,3.45,2.21,Multiple,2001,2003,148,26,34,126,A,Yes
KAMAKURA III,JPN321,15671,24/02/2015,2015,1.03,,,,1.018,8,163,10.3,3.44,1.98,Multiple,1993,1993,148,20,0,0,0,Yes
PACIFIC SUNDANCE,NZL5281,15712,26/02/2015,2014,1.045,E,,,1.023,10,236,12.21,4.04,2.19,Multiple,1982,1983,408,31,0,0,0,Yes
JAZZ PLAYER,S390,15715,31/07/2014,2014,1.156,E,,,1.132,10,148,11.92,3.73,2.68,Multiple,2004,2004,402,26,0,0,0,Yes
RED KITE 1,HKG2090,15725,12/06/2014,2014,1.043,,,,1.009,7,120,9.18,2.86,2.2,Multiple,2005,2006,410,16,0,0,0,Yes
WAY2GO!,R1347,15730,22/09/2014,2014,0.999,E,,,0.979,7,213,9.99,3.36,2,Multiple,2005,2006,402,28,42,143,A,Yes
FRANS DUVEL II,NED9675,15746,18/02/2015,2015,1.028,,,,1.007,8,191,11.25,3.5,2,Single,2004,2005,141,34,0,0,0,Yes
RED LEGEND,GBR2701R,15756,01/04/2015,2015,0.896,,,,0.882,6,248,8.23,2.94,1.6,Multiple,2006,2006,104,27,0,0,0,Yes
ARCHIMEDES,S35,15765,11/06/2014,2014,1.024,E,,,1.004,8,191,10.61,3.55,2.1,Multiple,2005,2006,402,29,37,130,A,Yes
GIDDY UP,F395,15767,10/06/2014,2014,1.091,E,,,1.068,10,151,11.93,3.69,2.43,Multiple,2000,2005,405,27,40,125,A,Yes
MOON SHADOW,64,15775,23/05/2014,2014,0.994,,Dayboat,,0.973,5,132,7,2.5,1.6,Multiple,1991,2006,414,5,0,0,0,Yes
PORNSTAR,B4,15776,27/05/2014,2014,1.063,E,Dayboat,,1,5,131,6.5,2.45,1.65,Multiple,2001,2001,402,5,0,0,0,Yes
JAMBIYA,GBR605,15778,02/04/2015,2015,0.958,E,,,0.927,6,156,8,2.51,1.49,Single,1993,2015,101,12,23,123,B,Yes
PTERODACTYL,USA45045,15782,22/04/2015,2015,1.308,,,,1.267,13,92,13.84,4.07,3.11,Multiple,2006,2006,122,29,0,0,0,Yes
AMANTE,6609,15783,22/05/2014,2014,1.043,E,,,1.02,8,167,10.97,3.4,2.36,Multiple,1995,2006,401,29,41,127,A,Yes
IDEESFIXVIII,USA60331,15784,27/01/2015,2014,1.372,E,,,1.328,15,71,15.85,4.34,3.19,Multiple,2006,2006,416,32,0,0,0,Yes
SHAKTI,GER6365,15793,19/08/2014,2014,1.273,E,,,1.235,13,91,14.01,3.99,2.87,Multiple,2006,2006,401,29,56,149,A,Yes
WEDGETAIL,AUS11888,15794,12/12/2014,2014,1.411,E,,,1.378,16,81,16.83,4.54,3.95,Multiple,2006,2006,404,40,0,0,0,Yes
BUSHRANGER,6440,15801,03/06/2014,2014,1.066,E,,,1.047,10,196,11.92,3.77,2.41,Multiple,1997,2004,401,30,36,126,A,Yes
ARCHIE,Sm35,15802,22/05/2014,2014,1.034,E,,,1.018,8,183,10.59,3.55,2.08,Multiple,2005,2006,402,25,37,130,A,Yes
FUJI7,JPN2112,15808,16/01/2015,2015,1.178,E,,,1.149,11,150,12.96,3.9,2.72,Multiple,2006,2006,148,31,46,142,A,Yes
MALUKA OF KERMANDIE,A19,15828,18/12/2014,2014,0.888,E,,,0.857,7,384,9,3.05,1.71,Multiple,1932,1932,401,35,0,0,0,Yes
ABRACADABRA,GBR9813T,15834,16/02/2015,2015,1.022,,,,1.002,8,180,10.59,3.55,2.1,Multiple,2005,2007,115,27,38,130,A,Yes
CARRERA,NZL49005,15839,22/05/2014,2014,1.244,E,,,1.215,15,126,15.05,4.14,3.58,Multiple,2004,2006,408,31,56,144,A,Yes
BLACK DIAMOND,NZL9347,15841,23/05/2014,2014,1.006,E,,,0.985,7,218,9.96,3.37,1.99,Multiple,2005,2006,408,27,42,143,A,Yes
PAZAZZ,99,15847,06/11/2014,2014,1.127,E,,,1.105,10,134,11.94,3.82,2.82,Multiple,1995,2001,401,26,0,0,0,Yes
KIRIMA,GBR1306R,15856,20/03/2015,2015,1.087,,,,1.074,11,169,12.7,3.8,2.25,Multiple,2006,2007,101,34,0,0,0,Yes
CIRCA,F28,15858,27/05/2014,2014,1.054,E,,,1.036,9,177,11.47,3.67,2.03,Multiple,2005,2006,405,31,47,117,A,Yes
J-T'AIME,GBR6709R,15860,20/01/2015,2015,1.012,E,,,0.997,8,198,10.74,3.51,2.1,Multiple,2001,2006,101,30,33,121,A,Yes
JOLOU,GBR8221R,15862,16/04/2015,2015,1.082,E,,,1.061,10,170,12.19,3.64,2.2,Multiple,2006,2006,101,30,41,129,A,Yes
OUTSIDER,GER5676,15864,23/04/2015,2015,1.397,E,,,1.347,15,79,15.83,4.08,3.47,Multiple,2006,2006,140,34,44,145,A,Yes
PRIVATEER,USA50009,15865,12/02/2015,2015,1.386,E,,,1.341,15,83,15.23,4.29,3.53,Multiple,2004,2007,121,32,58,147,A,Yes
JUST EIGHT,JPN5363,15880,25/03/2015,2015,1.08,E,,,1.062,8,139,10.94,3.6,2.25,Multiple,1993,1993,148,21,27,120,B,Yes
KAITO,JPN5870,15882,16/01/2015,2015,1.064,E,,,1.045,8,163,10.71,3.61,2.24,Multiple,1998,2000,148,23,0,0,0,Yes
HORNET,JPN5791,15886,30/03/2015,2015,1.013,E,,,0.999,7,166,9.47,3.25,2.06,Multiple,1999,1999,148,19,0,0,0,Yes
UMADORI 6,JPN6126,15888,22/01/2015,2015,1.099,E,,,1.083,10,125,11.99,3.79,2.35,Multiple,2003,2003,148,28,0,0,0,Yes
VINTAGE 08,JPN5930,15890,18/03/2015,2015,1.098,E,,,1.081,10,175,12.1,3.77,2.42,Multiple,2000,2000,148,29,47,132,A,Yes
FELLOWS,JPN5655,15891,16/02/2015,2015,1.035,E,,,1.018,7,174,9.97,3.39,2.02,Multiple,1996,1999,148,19,0,0,0,Yes
PAPAS4,JPN6463,15893,25/03/2015,2015,1.052,,,,1.037,8,186,10.61,3.27,2.15,Multiple,2005,2012,148,23,33,123,A,Yes
ADDICTION,GBR9859T,15896,23/02/2015,2015,1.055,E,,,1.043,10,191,11.92,3.75,2.4,Multiple,1997,2007,101,31,36,126,A,Yes
AIRSHIP,4953,15916,10/02/2015,2014,1.031,,,,0.998,7,121,9.32,2.85,1.89,Multiple,1982,1983,408,15,0,0,0,Yes
INTENTION,NED7623,15919,17/03/2015,2015,1.046,E,,,1.026,8,156,10.97,3.39,2.26,Multiple,1995,1997,141,29,0,0,0,Yes
CHERIE,IRL182,15920,12/03/2015,2015,0.821,,,,0.812,5,348,7.31,2.56,1.2,Multiple,1976,1979,101,19,0,0,0,Yes
WIPER ONE,NED7190,15926,23/02/2015,2015,1.104,E,,,1.086,13,169,14.01,4.15,2.4,Multiple,2003,2003,141,39,44,123,A,Yes
FIREFLY,903,15929,22/04/2015,2015,0.863,E,,,0.85,7,348,9.66,2.9,1.78,Multiple,1971,2012,101,42,33,155,A,Yes
ARAJILLA,SP6669,15930,03/06/2014,2014,1.029,E,,,1.009,8,184,10.59,3.54,2.03,Multiple,2005,2006,405,27,37,130,A,Yes
TOW TRUCK,M6,15936,11/07/2014,2014,0.997,E,,,0.979,7,219,9.99,3.37,2,Multiple,2005,2006,401,29,42,143,A,Yes
XOOMER XPRESS,146,15956,23/02/2015,2015,1.052,E,,,1.032,8,187,10.61,3.27,2.15,Multiple,2005,2007,136,23,33,123,A,Yes
CHANGE OF COURSE,GBR9070R,15965,26/01/2015,2015,1.031,,,,1.015,9,179,11.51,3.64,2.07,Single,2005,2005,101,37,47,117,A,Yes
WILDEBEEST IV,GBR1983C,15979,12/01/2015,2015,0.96,,,,0.934,5,155,7.48,2.38,1.63,Single,1995,1995,117,11,0,0,0,Yes
JAGER,NED5613,15984,20/02/2015,2015,0.986,,,,0.97,8,210,10.65,3.75,2.13,Multiple,1995,1995,141,37,0,0,0,Yes
JUMP THE GUN,IRL1129,15985,13/04/2015,2015,1.014,E,,,0.997,8,200,10.74,3.51,2.1,Multiple,2001,2007,118,31,33,121,A,Yes
STRATA 6,GBR986R,15988,13/04/2015,2015,1.001,E,,,0.988,8,184,10.69,3.59,2.1,Multiple,2006,2007,104,40,35,131,A,Yes
SPIRIT OF KOOMOOLOO,2170,15993,18/12/2014,2014,1.022,E,,,1.008,13,289,14.78,3.82,2.46,Multiple,1968,1968,404,49,0,0,0,Yes
DREAM MACHINE,NED7023,16001,23/02/2015,2015,1.002,,,,0.982,8,163,10.5,3.35,1.98,Single+H/W Jib,1991,2001,141,25,33,120,A,Yes
WHITE KNIGHT 7,GBR6908R,16006,07/04/2015,2015,1.01,,,,0.995,8,194,10.74,3.51,2.1,Single,2001,2006,101,29,33,121,A,Yes
JUST SO,GBR529R,16009,25/03/2015,2015,1.009,E,,,0.993,8,203,10.74,3.51,2.1,Multiple,2001,2007,101,31,32,121,A,Yes
J STAR,GBR800,16029,22/01/2015,2015,0.958,E,,,0.927,6,156,8,2.51,1.49,Single,1993,2015,105,12,23,123,B,Yes
DANCING BEANS III,JPN5933,16030,25/03/2015,2015,1.01,,,,0.999,7,165,9.5,3.24,1.98,Multiple,1999,2001,148,18,0,0,0,Yes
JAGERBOMB,GBR6865R,16041,08/04/2015,2015,1.01,E,,,0.993,8,202,10.74,3.51,2.1,Single,2001,2002,101,30,33,121,A,Yes
LADY BUTTERFLY,HKG2234,16049,02/06/2014,2014,0.996,E,,,0.981,7,216,9.99,3.37,2,Multiple,2005,2007,410,27,42,143,A,Yes
GODOT,IRL4475,16053,27/01/2015,2015,1.093,E,,,1.076,12,177,13.35,4.25,2.3,Multiple,2002,2006,118,38,37,109,A,Yes
BLACK VELVET,IRL3471,16057,03/03/2015,2015,0.987,E,,,0.969,7,210,9.98,3.36,2,Multiple,2005,2006,118,29,42,143,A,Yes
CALYPSO,IRL5643,16058,03/03/2015,2015,0.928,,,,0.928,8,206,10.8,3.8,1.53,Single,1998,2001,118,42,0,0,0,Yes
VOLO,GBR718R,16062,17/04/2015,2015,1.071,E,,,1.049,11,179,12.92,3.95,2.3,Multiple,2005,2006,101,42,52,127,A,Yes
FAIRWIND,JPN3525,16070,27/01/2015,2015,1.03,,,,1.021,8,161,10.3,3.44,1.93,Multiple,1993,1993,148,20,0,0,0,Yes
EVERYTHING EVERYTHING,JPN5640,16071,27/01/2015,2015,1.037,E,,,1.016,7,178,9.97,3.39,2.01,Multiple,1996,1996,148,19,0,0,0,Yes
GINGER,FRA15012,16075,29/01/2015,2015,1.004,,,,0.996,8,159,10.6,3.5,1.95,Multiple,1991,1992,101,24,33,129,A,Yes
AURORA,GBR9901T,16078,16/03/2015,2015,0.972,,,,0.961,8,217,10.28,3.48,1.92,Multiple,2002,2007,115,34,35,122,A,Yes
VALENCIA,GBR3529T,16085,20/04/2015,2015,0.902,,,,0.892,7,271,9.88,3.37,1.45,Single+H/W Jib,1982,1985,104,31,0,0,0,Yes
ANNEX V,JPN6155,16091,22/01/2015,2015,1.018,,,,1.008,8,216,10.64,3.45,2.22,Multiple,2001,2003,148,28,34,126,A,Yes
WHITE ROSE,GBR516R,16094,20/01/2015,2015,1.016,E,,,1.004,10,208,11.9,3.83,2.4,Single+H/W Jib,2001,2004,105,40,37,128,A,Yes
REVIVE,GBR6525N,16097,10/02/2015,2015,1.074,,,,1.053,9,169,11.6,3.81,2.46,Single,1998,1998,103,29,52,131,A,Yes
ROKU III,JPN5841,16100,16/01/2015,2015,1.009,,,,0.999,7,166,9.5,3.24,2.06,Multiple,1999,1999,148,19,0,0,0,Yes
HORIZON,JPN2500,16103,30/03/2015,2015,0.962,,,,0.942,7,258,9.3,3.28,1.74,Multiple,1988,1991,148,20,0,0,0,Yes
MOVING INTELLIGENCE,NED7777,16105,01/04/2015,2015,1.136,,,,1.114,13,161,13.69,3.86,2.55,Multiple,2006,2006,141,34,0,0,0,Yes
AUGUST WEST,USA12204,16106,24/02/2015,2015,1.09,E,,,1.067,10,168,12.19,3.57,2.25,Multiple,2006,2007,121,30,41,129,A,Yes
NO LIMITS,NED8888,16107,07/04/2015,2015,1.178,E,,,1.161,13,156,13.83,3.9,2.81,Multiple,2002,2014,141,34,57,134,A,Yes
XWAVES,GBR35N,16113,22/01/2015,2015,1.041,E,,,1.026,8,187,10.61,3.27,2.15,Multiple,2005,2007,104,23,33,123,A,Yes
PARAPHRENIAN,JPN4004,16117,06/03/2015,2015,1.06,E,,,1.047,10,195,11.92,3.76,2.42,Multiple,1997,2001,148,30,36,126,A,Yes
FANTASEA SH,GBR9142T,16123,23/03/2015,2015,0.986,,,Shorthanded,0.979,2,206,10.95,3.53,1.95,Multiple,2000,2005,101,36,34,130,A,Yes
FLYING BOAT,GBR9908T,16126,16/02/2015,2015,1.035,,,,1.007,7,126,9.54,2.98,2.05,Multiple,2000,2007,101,18,0,0,0,Yes
BRANDYHOLE YC,GBR269,16138,16/01/2015,2015,0.995,,,,0.97,5,107,7.56,2.49,1.52,Single,1993,1995,104,9,15,130,C,Yes
ANTICIPATION SH,GBR7041R,16139,08/04/2015,2015,1.028,E,,Shorthanded,1.018,2,198,11.92,3.75,2.4,Multiple,1997,2004,101,37,36,126,A,Yes
XTRA SMUve,GBR1780L,16140,12/06/2014,2014,1.022,E,Dayboat,,0.987,6,140,8,2.5,1.6,Multiple,1994,2014,414,14,0,0,0,Yes
AMUNI,MLT705,16143,13/04/2015,2015,1.076,,,,1.066,8,135,10.9,3.62,2.23,Multiple,1993,1995,147,25,27,120,B,Yes
ZETA,JPN5118,16155,24/02/2015,2015,1.096,E,,,1.077,8,162,10.47,3.13,2.48,Multiple,1997,1997,148,19,0,0,0,Yes
NICKEL COIN,GBR5337,16163,12/03/2015,2015,0.866,,,,0.851,6,268,8.31,2.85,1.78,Single,1969,1969,102,27,0,0,0,Yes
JILL,NED8931-J80,16167,23/03/2015,2015,0.958,E,,,0.927,6,156,8,2.51,1.49,Single,1993,2015,141,12,23,123,B,Yes
FLIGHT OF UFFORD,GBR3598R,16169,02/04/2015,2015,1.09,E,,,1.063,15,193,15.9,3.36,2.14,Single,2007,2007,101,35,0,0,0,Yes
BOOMERANG,NED7324,16170,17/02/2015,2015,1.064,,,,1.051,9,176,11.3,3.7,2.35,Multiple,2003,2003,141,29,0,0,0,Yes
LICKETY SPLIT,GBR140L,16171,10/04/2015,2015,1.059,,,,1.035,10,212,12.12,3.85,2.4,Multiple,2006,2007,101,39,56,125,A,Yes
NITRO,888,16172,06/11/2014,2014,1.3,E,,,1.264,14,105,15,4.2,3.2,Multiple,2007,2007,409,36,0,0,0,Yes
MANANA,GBR5212,16174,14/04/2015,2015,0.89,,,,0.877,7,244,9.41,3.1,1.68,Multiple,1976,1980,101,28,0,0,0,Yes
SARAH,USA52756,16183,19/03/2015,2015,1.115,E,,,1.09,10,173,12.35,3.64,2.51,Multiple,2007,2007,121,30,43,127,A,Yes
PROFILE,GBR9885T,16187,12/02/2015,2015,1.059,,,,1.047,10,194,11.92,3.75,2.4,Multiple,1997,2007,101,30,36,126,A,Yes
DESSE,JPN6319,16200,11/03/2015,2015,1.053,E,,,1.033,8,193,10.59,3.25,2.14,Multiple,2005,2007,148,23,33,123,A,Yes
WINDSHIFT,IRL37737,16203,03/02/2015,2015,0.98,E,,,0.969,8,221,10.95,3.7,2.07,Multiple,1999,2006,118,38,0,0,0,Yes
BATFISH,GBR1293R,16205,23/02/2015,2015,1.104,E,,,1.079,12,170,13.11,3.9,2.3,Multiple,2003,2007,141,34,46,130,A,Yes
NAUTI BUOY,MLT1079,16208,13/04/2015,2015,1.017,,,,1.006,8,187,10.79,3.27,2,Multiple,2004,2006,147,30,0,0,0,Yes
IMPETUOUS,USA4206,16213,28/01/2015,2015,1.167,E,,,1.14,11,155,12.98,3.94,2.7,Multiple,2006,2007,121,31,46,142,A,Yes
WYUNA,R134,16233,25/06/2014,2014,0.994,E,,,0.98,7,212,9.99,3.37,2,Multiple,2005,2007,405,28,42,143,A,Yes
JOYRIDE,NED8015,16266,23/02/2015,2015,0.989,E,,,0.969,7,191,9.14,3.05,1.9,Multiple,1992,2007,141,18,31,129,B,Yes
STRIDER,USA332,16269,30/03/2015,2015,1.037,E,,,1.015,8,194,10.74,3.54,2.18,Single+H/W Jib,2001,2007,122,26,33,121,A,Yes
TRIPLE LINDY,USA93310,16281,27/01/2015,2015,1.069,E,,,1.057,12,248,13.4,4.18,2.19,Multiple,1989,1998,122,39,38,123,A,Yes
JU KYU,GBR9941T,16293,02/04/2015,2015,1.012,E,,,0.995,8,198,10.74,3.51,2.1,Multiple,2001,2007,105,31,32,121,A,Yes
JUNIQUE,NED7244,16294,27/02/2015,2015,1.089,E,,,1.065,10,169,12.19,3.64,2.2,Multiple,2006,2007,141,30,41,129,A,Yes
RUTHLESS,IRL26026,16301,12/02/2015,2015,0.951,E,,,0.933,6,241,7.9,2.5,1.86,Multiple,2007,2007,118,17,0,0,0,Yes
FLOATING VOTER,GBR562R,16303,02/03/2015,2015,1.136,E,,,1.113,10,174,12.45,3.75,2.55,Multiple,2006,2006,101,30,51,147,A,Yes
CARIBERIA,GBR19-CL40,16305,05/02/2015,2015,1.234,,,,1.193,10,93,12.19,4.5,3,Multiple,2006,2006,101,20,0,0,0,Yes
GET CARTER,GBR4127R,16315,19/01/2015,2015,0.892,E,,,0.88,7,323,10,3.41,1.84,Single+H/W Jib,1974,1976,101,35,0,0,0,Yes
DASH,GBR6515T,16318,12/01/2015,2015,0.899,,,,0.892,8,269,10.62,3.29,1.78,Single,1983,1985,110,36,0,0,0,Yes
WEMELDINGES,NED7696,16319,24/03/2015,2015,0.999,,,,0.981,7,219,9.99,3.37,2,Multiple,2005,2007,141,29,143,42,A,Yes
MONTRACHET,NED7746,16323,23/03/2015,2015,1.112,,,,1.096,13,184,14.84,4.31,2.37,Multiple,1995,2003,141,42,49,135,A,Yes
DOGMATIX,ESP4591,16333,02/02/2015,2015,0.918,E,,,0.903,7,181,9.14,3.23,1.8,Multiple,1990,1992,105,27,0,0,0,Yes
Fireball,GBR9949T,16340,18/03/2015,2015,1.054,,,,1.042,10,194,11.92,3.75,2.4,Multiple,1997,2007,101,31,36,126,A,Yes
RED SKY,USA12,16356,30/03/2015,2015,1.094,E,,,1.07,10,163,12.19,3.6,2.21,Multiple,2006,2007,122,30,41,129,A,Yes
XTREME,GER6777,16375,08/01/2015,2015,1.117,E,,,1.099,10,174,12.34,3.64,2.5,Multiple,2007,2007,240,30,43,127,A,Yes
CHOVE CHUVA,JPN6291,16376,11/03/2015,2015,1.052,E,,,1.036,8,186,10.61,3.27,2.15,Multiple,2005,2015,148,23,33,123,A,Yes
JUSTUS,IRL2067,16378,03/02/2015,2015,1.012,E,,,0.996,8,196,10.74,3.51,2.1,Multiple,2001,2003,118,30,33,121,A,Yes
SUMMER SALT,N1367,16384,09/07/2014,2014,1.013,E,,,0.998,8,214,10.66,3.49,2.21,Multiple,2001,2002,401,31,34,126,A,Yes
MAXIMUS,IRL7495,16410,09/02/2015,2015,0.924,E,,,0.911,7,227,9.03,3,1.7,Multiple,1994,2001,118,28,0,0,0,Yes
VIJAYA,NED4877,16413,30/01/2015,2015,1.022,,,,1.002,10,204,12.19,3.86,2.21,Multiple,1993,1993,101,38,0,0,0,Yes
SAPPHIRE,GBR9873T,16417,02/03/2015,2015,0.976,E,,,0.964,7,165,9.99,2.99,1.76,Multiple,1995,1997,104,25,0,0,0,Yes
ALARIS,GBR1132L,16425,27/04/2015,2015,0.995,E,,,0.979,8,211,10.95,3.53,1.95,Multiple,2000,2007,101,37,34,130,A,Yes
SHANTIH OF COWES,GBR1523R,16435,31/03/2015,2015,0.871,,,,0.858,10,485,12.11,3.25,2.29,Multiple,1946,1946,101,33,0,0,0,Yes
PALPATINE,GBR907R,16444,26/01/2015,2015,1.126,,,,1.102,11,171,12.86,3.85,2.63,Multiple,2006,2006,101,31,53,150,A,Yes
JANICE OF WYOMING,None,16446,19/06/2014,2014,1.327,,,,1.314,37,154,39.75,8.75,4.13,Multiple,2005,2005,408,119,0,0,0,Yes
GRINGO,IRL7778,16462,02/03/2015,2015,1.023,E,,,1.007,8,191,10.58,3.55,2.1,Multiple,2005,2006,118,28,0,0,0,Yes
HEROES & VILLAINS,IRL1772,16463,03/02/2015,2015,1.022,E,Dayboat,,0.986,6,140,8,2.5,1.6,Multiple,1994,2015,118,14,0,0,0,Yes
IMPOSTER,GBR7377,16467,13/01/2015,2015,1.037,E,,,1.018,7,217,10.03,2.95,2.23,Multiple,2007,2007,108,22,52,164,A,Yes
ACT TWO,IRL4250,16472,09/02/2015,2015,1.005,,,,0.994,11,183,12.6,4.16,2.1,Single,2007,2007,118,45,41,119,A,Yes
INTERCEPTOR OF SWANAGE,GBR7404R,16483,27/04/2015,2015,1.047,,,,1.033,10,203,11.92,3.75,2.47,Multiple,1997,2005,101,35,36,126,A,Yes
ISABELLA,6654,16485,19/06/2014,2014,1.045,E,,,1.031,10,205,11.99,4.04,1.97,Multiple,2005,2007,401,38,43,120,A,Yes
GRAND BLUE,JPN6275,16500,25/03/2015,2015,1.059,E,,,1.038,8,185,10.6,3.25,2.18,Multiple,2005,2006,148,23,33,123,A,Yes
ARETHUSA,NED7800,16504,24/03/2015,2015,1.011,E,,,0.996,8,198,10.74,3.51,2.1,Single+H/W Jib,2001,2007,141,31,33,121,A,Yes
MISS WHIPLASH,GBR5435R,16512,20/02/2015,2015,0.941,,,,0.93,7,308,9.02,3.11,1.76,Multiple,1986,1986,105,21,0,0,0,Yes
BEWITCHED,GBR1134L,16514,27/04/2015,2015,0.84,,,,0.832,5,258,7.49,2.74,1.58,Multiple,1981,1981,105,16,0,0,0,Yes
WIND SPEED,Sm3639,16529,22/05/2014,2014,1.037,E,,,1.017,8,158,10.97,3.4,2.37,Multiple,1995,2007,402,29,0,0,0,Yes
HI FI (07),HKG2112,16550,30/11/2014,2014,1.359,E,,,1.327,15,86,16.03,4.35,3.4,Multiple,2007,2007,410,36,61,144,A,Yes
SABAD,SIN270,16560,10/02/2015,2014,1.121,E,,,1.098,12,186,13.35,3.97,2.65,Multiple,2003,2007,412,32,41,130,A,Yes
BIGWIG 2,GBR1048L,16561,09/04/2015,2015,1.008,E,,,0.992,8,214,10.66,3.49,1.8,Multiple,2001,2007,104,31,34,126,A,Yes
CELESTIAL,421,16562,21/07/2014,2014,1.267,E,,,1.229,13,90,14.03,4.01,2.89,Multiple,2006,2007,401,30,56,149,A,Yes
NEREID,GBR1093L,16573,16/03/2015,2015,0.965,,,,0.953,7,185,9.99,3.48,2.1,Multiple,2006,2007,101,33,36,130,A,Yes
GIGGLE,GBR8676T,16590,27/04/2015,2015,1.028,,,,1.017,10,208,11.9,3.83,2.05,Multiple,2001,2003,117,37,0,0,0,Yes
NIMROD,MON 80,16597,23/01/2015,2015,1.303,,,,1.289,24,172,24.5,6.25,3.9,Single+H/W Jib,2000,2000,152,69,0,0,0,Yes
HEPHZIBAH,GBR3851,16600,16/02/2015,2015,0.944,E,,,0.929,8,309,10.85,3.55,1.98,Multiple,1975,1978,101,38,0,0,0,Yes
TURTLE 6,JPN5402,16601,16/01/2015,2015,1.182,E,,,1.156,11,151,12.48,3.98,2.6,Multiple,1995,1995,148,26,0,0,0,Yes
THE OTTER,F-GBR720,16604,26/01/2015,2015,0.784,,,,0.777,6,329,7.64,2.2,1.2,Multiple,1941,2001,101,19,0,0,0,Yes
BATFISH V,GBR2741R,16611,20/04/2015,2015,1.068,,,,1.056,10,185,12.46,3.92,2.4,Single,2005,2007,101,35,0,0,0,Yes
SHENGLI,SIN101,16616,12/06/2014,2014,0.887,E,,,0.878,5,196,7.32,2.72,1.25,Multiple,1977,2014,414,12,0,0,0,Yes
THE GAMBLER,135,16620,22/01/2015,2014,1.09,E,,,1.062,10,190,12.28,4.03,2.47,Multiple,1982,1984,404,28,0,0,0,Yes
NO RETREAT,GBR9033R,16625,19/01/2015,2015,1.04,,,,1.02,7,212,10.03,2.95,2.23,Multiple,2007,2007,101,22,0,0,0,Yes
BANSHEE,GBR9470R,16626,26/03/2015,2015,1.04,E,,,1.02,7,213,10.03,2.95,2.23,Multiple,2007,2007,101,22,52,164,A,Yes
FLAIR V,GBR8410R,16630,12/03/2015,2015,1.071,E,,,1.05,10,176,12.28,3.91,2.45,Multiple,2007,2007,101,37,45,133,A,Yes
POPOV,NED3160,16638,17/02/2015,2015,1.096,E,,,1.083,12,158,13.55,4.2,2.54,Multiple,2003,2007,141,38,0,0,A,Yes
ZANZIBAR,SIN4321,16651,24/02/2015,2014,1.211,E,,,1.182,11,105,12.78,3.7,2.62,Multiple,2007,2007,414,25,54,154,A,Yes
JAZZ,30600,16661,09/02/2015,2015,0.981,,,,0.97,8,216,10.96,3.57,2.02,Single+H/W Jib,1980,1980,105,30,0,0,0,Yes
BEAUTIFUL ZELDA 2,GBR67R,16666,30/01/2015,2015,0.969,E,,,0.943,5,138,6.93,2.29,1.46,Single,2012,2014,101,8,0,0,0,Yes
SIBONEY,IRL9321,16678,30/03/2015,2015,0.943,E,,,0.933,7,202,9.45,3.3,1.98,Multiple,2001,2006,101,30,0,0,0,Yes
DORADE,16,16679,26/01/2015,2015,1.003,E,,,0.991,15,296,16.02,3.13,2.52,Multiple,1929,1929,121,35,0,0,0,Yes
VISIONE,AUT15764,16688,20/02/2015,2015,1.162,,,,1.141,11,123,12.49,3.98,2.55,Multiple,1997,1997,141,25,49,134,A,Yes
IMPETUOUS TOO,7736,16699,03/06/2014,2014,1.048,E,,,1.023,8,162,10.97,3.4,2.36,Multiple,1995,2006,401,28,0,0,0,Yes
ARC,GBR2035L,16704,27/04/2015,2015,1.041,,,,1.028,10,201,11.98,3.82,2.25,Multiple,2001,2007,105,37,0,0,0,Yes
WAILEA,JPN6360,16711,16/02/2015,2015,1.052,E,,,1.036,8,186,10.61,3.27,2.15,Multiple,2005,2015,148,23,33,123,A,Yes
YUHOUMARU,JPN6349,16713,08/04/2015,2015,1.015,E,,,0.996,7,225,9.97,3.37,2.05,Multiple,2005,2007,148,25,42,143,A,Yes
IMPETUOUS,IRL2507,16716,30/03/2015,2015,0.93,E,,,0.915,6,263,7.71,2.5,1.8,Multiple,2000,2007,118,20,0,0,0,Yes
AVANTI,NED8949,16718,23/03/2015,2015,1.086,,,,1.063,11,191,12.92,3.95,2.3,Single,2005,2006,141,38,52,127,A,Yes
APRIL DAWN,GBR1136L,16721,26/01/2015,2015,1.092,,,,1.08,15,164,15.89,4.88,2.3,Single,2005,2006,101,57,0,0,0,Yes
TANGAROA,GBR1121L,16723,20/01/2015,2015,1.034,,,,1.017,9,184,11.58,3.9,2.3,Multiple,1999,2007,114,37,44,139,A,Yes
INSEYANDRA,GBR8972T,16724,22/01/2015,2015,1.048,,,,1.038,13,180,13.99,4.35,2,Single+H/W Jib,2004,2007,101,46,37,120,A,Yes
STAR OF BETHLEHEM,JPN6312,16740,24/02/2015,2015,1.052,E,,,1.036,8,186,10.61,3.27,2.15,Multiple,2005,2015,148,23,33,123,A,Yes
