Boat Name,Sail No,Cert No,Issue Date,Cert Year,TCC,Endorsed,Dayboat,Short Handed,Non Spi TCC,Crew,DLR,LH,Beam,Draft,Headsails,Series Date,Age Date,Racing Area,SSS Base Value,STIX,AVS,Category,ValidCode
CHESTRESS,ITA14339,30389,26/03/2015,2015,1.018,,,,1,8,201,10.74,3.51,2.08,Single,2001,2003,220,29,32,121,A,Yes
OBANE,FRA28342,30402,09/04/2015,2015,0.947,,,,0.923,7,179,9.48,3.23,1.9,Multiple,1998,2002,216,28,31,131,A,Yes
SAPHIR,FRA19177,30457,20/02/2015,2015,0.894,,,,0.879,6,281,8.63,3.02,1.63,Multiple,1983,1984,217,26,0,0,0,Yes
GALMA,W94.2,30527,23/04/2015,2015,1.535,E,,,1.506,27,81,28.53,6.43,4.78,Single,2003,2003,214,71,0,0,0,Yes
FANTASY,BEL5394,30545,22/04/2015,2015,0.934,,,,0.921,7,223,9.11,3.17,1.75,Multiple,1985,1985,205,21,0,0,0,Yes
ARIA DI BURRASCA,ITA12975,30585,11/03/2015,2015,0.963,,,,0.952,7,213,9.98,3.3,1.81,Multiple,1994,1996,219,28,0,0,0,Yes
TANY E TASKY II,ITA14340,30586,25/03/2015,2015,1.041,,,,1.029,10,201,11.92,3.75,2.4,Multiple,1997,2003,220,35,0,0,0,Yes
ZUCCHERO E CANNELLA,ITA14437,30674,26/03/2015,2015,0.941,,,,0.93,8,231,10.93,3.7,1.95,Single,1999,2003,220,40,0,0,0,Yes
TETHYS,FRA28848,30679,12/03/2015,2015,0.943,,,,0.933,7,223,9.16,3.2,1.85,Multiple,2001,2003,212,28,34,132,A,Yes
PICCIRILLA,ITA14426,30686,18/03/2015,2015,0.941,,,,0.931,7,174,9.48,3.23,1.9,Single,1998,2003,220,27,131,31,A,Yes
ID&A,ITA14476,30741,26/03/2015,2015,0.985,,,,0.969,8,255,10.65,3.54,2.1,Single,2001,2003,220,36,0,0,0,Yes
LADIES FIRST,TUR5059,30760,09/01/2015,2015,1.046,E,,,1.031,10,199,11.92,3.75,2.4,Single,1997,2003,239,35,0,0,0,Yes
ANTARES,ITA14241,30776,25/02/2015,2015,1.069,,,,1.055,10,176,12.1,3.8,2.45,Multiple,2000,2003,220,30,47,132,A,Yes
ANSHA,FRA28711,30812,18/02/2015,2015,1,,,,0.971,7,165,9.6,3.47,1.95,Multiple,2003,2003,214,26,0,0,0,Yes
MC SEAWONDER,ITA14351,30814,29/01/2015,2015,1.202,,,,1.185,13,137,14,3.9,2.78,Multiple,2003,2003,220,33,0,0,0,Yes
KNYAZ,RUS404,30857,16/03/2015,2015,1.074,,,,1.061,10,132,11.98,3.75,2.38,Multiple,2003,2004,103,30,39,125,A,Yes
BLUE NOTE,FRA21769,30901,24/04/2015,2015,0.948,,,,0.935,7,182,9.48,3.23,1.9,Multiple,1998,2001,212,27,0,0,0,Yes
MELISSA,ITA14135,30922,16/01/2015,2015,1.198,,,,1.184,15,150,15.41,4.21,2.9,Multiple,1998,2002,220,37,0,0,0,Yes
CANAPIGLIA,ITA14593,30960,17/04/2015,2015,1.128,,,,1.118,13,169,13.99,4.15,2.7,Multiple,2003,2004,219,34,0,0,0,Yes
JAVA BLEUE 3,FRA29967,30967,17/02/2015,2015,1.017,,,,1,8,194,10.74,3.51,2.08,Multiple,2001,2004,217,28,33,121,A,Yes
EMILU,ESP4876,30994,11/02/2015,2015,0.865,E,,,0.856,6,245,8.42,2.99,1.6,Multiple,1986,1991,236,25,0,0,0,Yes
MAITENA,ESP20000,30995,16/04/2015,2015,1.21,E,,,1.18,13,133,13.8,4.23,2.9,Multiple,1996,1996,236,32,48,136,A,Yes
SYMPHONY,ESP5902,30997,11/02/2015,2015,1.07,E,,,1.045,10,194,12.1,3.8,2.51,Multiple,2000,2001,235,34,0,0,0,Yes
PARRANDA PRIMERO,ESP5848,31005,10/04/2015,2015,0.876,,,,0.866,7,276,9.25,3.22,1.7,Single,1982,1982,236,27,0,0,0,Yes
LILY LA TIGRESSE,FRA29283,31041,31/03/2015,2015,0.983,,,,0.966,7,159,9.6,3.47,1.95,Multiple,2003,2003,212,25,0,0,0,Yes
VLAG,ITA14224,31112,06/03/2015,2015,1.009,,,,0.995,7,180,9.98,3.17,2.04,Multiple,2003,2003,220,24,0,0,0,Yes
EMILY,TUR6666,31130,26/01/2015,2015,0.853,,,,0.845,7,402,9.9,3.4,1.62,Single+H/W Jib,1976,1976,240,36,0,0,0,Yes
MAD MUMM,BEL2,31176,17/04/2015,2015,1.079,,,,1.048,7,115,9.43,3.08,2.15,Multiple,1995,1999,215,15,0,0,0,Yes
ZEPHYR,FRA19435,31198,25/02/2015,2015,0.939,,,,0.928,8,261,10.35,3.48,1.8,Multiple,1996,1998,212,36,0,0,0,Yes
SEJAA,USA60385,31214,10/02/2015,2015,1.339,,,,1.32,24,111,25.1,6.09,3.5,Multiple,2001,2002,121,64,0,0,0,Yes
MEMO MEMULINI,URU2002,31244,15/12/2014,2014,1.067,E,,,1.055,10,196,12.1,3.77,2.14,Multiple,2000,2002,509,29,0,0,0,Yes
TOUS A BORD,FRA112,31257,24/03/2015,2015,0.964,,,,0.941,7,182,9.14,3.04,1.75,Single,1992,1999,216,21,0,0,0,Yes
FRASQUITA,FRA5629,31316,13/01/2015,2015,0.925,,,,0.915,7,212,9.03,3,1.7,Multiple,1994,2000,212,26,0,0,0,Yes
SENSATION,GBR7627R,31320,13/02/2015,2015,0.955,,,,0.935,5,151,7.61,2.59,1.68,Multiple,1995,1997,214,12,0,0,0,Yes
MAD 4,FRA9466,31324,18/02/2015,2015,1.117,,,,1.093,14,174,14.9,4.56,2.862,Multiple,2003,2004,214,51,0,0,0,Yes
TARANTA,ESP7400,31333,24/04/2015,2015,1.08,E,,,1.054,9,182,11.39,3.7,2.55,Multiple,2003,2004,236,29,0,0,0,Yes
ALIZE,TUR532,31350,03/03/2015,2015,0.985,E,,,0.968,7,180,9.99,3.16,1.95,Multiple,1997,2004,239,28,0,0,0,Yes
MI GABRIELA,ESP5336,31358,25/03/2015,2015,1.017,E,,,1.003,9,219,11.75,3.95,2.4,Single,1998,1999,236,40,0,0,0,Yes
CO YEMAYA,ESP5170,31359,06/03/2015,2015,1.058,,,,1.042,10,205,11.92,3.75,2.4,Multiple,1997,1999,236,30,0,0,0,Yes
SKAT,ESP4812,31363,09/04/2015,2015,0.969,E,,,0.956,7,197,9.69,3.35,2.1,Multiple,1996,1997,236,28,32,128,A,Yes
JAM,ITA14800,31430,11/02/2015,2015,1.102,,,,1.078,12,171,13.11,3.9,2.29,Multiple,2003,2004,220,33,127,46,A,Yes
ALLIGATOR FOR EVER,FRA29773,31433,10/04/2015,2015,0.984,,,,0.968,7,175,9.6,3.47,1.95,Multiple,2003,2004,212,25,0,0,0,Yes
USO ZURIA,ESP5024,31496,16/04/2015,2015,1.061,E,,,1.043,10,204,11.92,3.75,2.46,Multiple,1997,1998,236,31,36,126,A,Yes
FLO D'ORIENT,FRA9595,31540,05/02/2015,2015,1.156,,,,1.136,13,160,14.8,4.3,2.75,Multiple,2004,2006,214,38,0,0,0,Yes
MALAROSPA 2,ITA14376,31581,09/04/2015,2015,1.03,,,,1.019,10,201,11.99,3.78,2.15,Single+H/W Jib,2000,2003,220,39,0,0,0,Yes
ALTA MAREA,ITA14620,31619,09/04/2015,2015,1.078,,,,1.069,11,171,12.94,3.97,2.5,Multiple,2003,2004,220,34,40,119,A,Yes
KUSH,TUR,31646,25/03/2015,2015,0.953,,,,0.942,8,175,10.43,3.49,1.85,Multiple,2002,2003,238,34,0,0,0,Yes
AMMUINA,ITA14698,31709,02/04/2015,2015,1.024,,,,1.013,10,203,11.92,3.75,1.9,Single,1997,2004,220,36,37,126,A,Yes
LES IV CHEMINS,FRA25606,31727,01/04/2015,2015,1.028,,,,1.014,9,209,11.3,3.67,2.42,Multiple,2005,2005,212,36,0,0,0,Yes
TY ZOTJE,FRA25589,31743,04/02/2015,2015,0.947,,,,0.932,8,245,10.6,3.85,1.9,Single,1982,1983,212,37,0,0,0,Yes
WANAX,ITA1953,31756,20/02/2015,2015,1.031,,,,1.019,9,207,11.35,3.48,2.32,Multiple,2004,2004,220,33,34,120,A,Yes
BORA FIRST,ITA14527,31818,11/02/2015,2015,1.021,,,,1.011,8,208,10.68,3.45,2.2,Multiple,2001,2004,220,27,0,0,0,Yes
VOL DE NUIT,FRA405,31852,13/01/2015,2015,1.072,,,,1.057,8,114,10.1,3.45,2.1,Multiple,2002,2004,214,19,0,0,0,Yes
COYOTE,ESP5757,31922,25/03/2015,2015,1.249,,,,1.23,15,112,15.5,3.99,3.37,Multiple,2001,2001,217,37,0,0,0,Yes
FALCO,ITA13753,31929,02/04/2015,2015,0.957,,,,0.947,7,207,9.69,3.35,2.1,Single+H/W Jib,1996,1996,220,31,32,128,A,Yes
KIRIOS I,ESP6348,31974,17/02/2015,2015,0.937,E,,,0.927,7,207,9.45,3.31,1.98,Single,2001,2002,235,30,0,0,0,Yes
AR VAG II,F13588,31984,18/02/2015,2015,0.94,,,,0.931,7,181,9.48,3.23,1.9,Multiple,1998,2003,216,28,31,131,A,Yes
SOFFIO,ITA14065,31996,18/03/2015,2015,1.046,,,,1.036,10,182,11.99,3.78,2.42,Single,2000,2002,220,36,0,0,0,Yes
MIRUA,ESP7093,32001,24/04/2015,2015,1.011,E,,,0.996,8,208,10.79,3.28,2.2,Single,2004,2004,236,33,0,0,0,Yes
FLYING CLOUD,ITA14840,32020,21/01/2015,2015,1.121,,,,1.099,10,133,11.99,4,2.5,Multiple,2004,2004,220,28,0,0,0,Yes
LADY V,GBR2563R,32035,28/01/2015,2015,1.051,,,,1.04,10,200,11.92,3.75,2.4,Multiple,1997,2004,101,32,0,0,0,Yes
SPEPA,ITA12691,32050,25/02/2015,2015,0.914,,,,0.902,6,210,8.84,2.92,1.85,Single,1996,1997,219,24,0,0,0,Yes
GO BLUE,ESP7585,32086,21/04/2015,2015,1.013,E,,,0.998,8,220,10.68,3.45,2.21,Multiple,2001,2005,236,31,34,126,A,Yes
SAGA,FRA47,32103,03/02/2015,2015,1.21,,,,1.188,13,145,14.46,4.02,2.8,Multiple,1996,1996,212,33,56,130,A,Yes
YIRMI YEDI,TUR 7727,32115,02/03/2015,2015,0.92,E,,,0.908,7,195,9.75,3.27,1.8,Single+H/W Jib,2004,2004,240,33,0,0,0,Yes
BONGO,NED9000,32128,24/03/2015,2015,1.031,,,,1.018,8,137,10.15,3.7,1.95,Multiple,2002,2004,141,18,0,0,0,Yes
NO RESPECT,GBR1035,32144,22/01/2015,2015,1.098,E,,,1.076,8,119,10.63,3.29,2.28,Multiple,1997,1998,235,20,0,0,0,Yes
SILHOA,BEL1325,32158,13/01/2015,2015,1.073,,,,1.061,13,163,14.5,4.5,2.3,Single,1999,2004,204,45,46,123,A,Yes
LUNA PER TE,ITA14872,32189,25/03/2015,2015,1.13,,,,1.101,10,139,11.99,4,2.5,Multiple,2004,2005,220,30,0,0,0,Yes
SOUS MAMA BOULE,FRA27550,32234,03/04/2015,2015,0.976,,,,0.963,7,166,9.6,3.45,1.95,Multiple,2003,2005,212,27,35,132,A,Yes
CRESCENDO,FRA. 16375,32238,03/04/2015,2015,0.932,,,,0.924,7,228,9.34,3.28,1.95,Multiple,1994,1997,216,28,0,0,0,Yes
SOLEDAD,ESP4528,32245,31/03/2015,2015,0.997,,,,0.986,8,192,10.73,3.48,1.99,Single+H/W Jib,1993,1996,236,28,0,0,0,Yes
KYMATOLIGI,GRE301,32255,16/03/2015,2015,1.035,E,,,1.002,7,154,9.53,3.29,1.98,Multiple,1993,1997,218,18,0,0,0,Yes
MOBY DICK,TUR2020,32358,08/01/2015,2015,1.042,E,,,1.023,10,203,11.92,3.75,2.4,Single,1997,2005,239,36,36,126,A,Yes
CIPPA LIPPA 8,ITA4888,32373,23/04/2015,2015,1.358,,,,1.322,15,80,15.24,4.33,3,Multiple,2004,2004,220,32,0,0,0,Yes
BEELZEBUTH 4,FRA39125,32390,13/02/2015,2015,1.052,,,,1.029,10,196,11.99,3.78,2.19,Multiple,2000,2005,212,35,0,0,0,Yes
AROBAS,FRA60101,32398,17/03/2015,2015,1.32,E,,,1.293,17,129,18.3,4.54,3.61,Multiple,2004,2004,217,44,0,0,0,Yes
GAIARDA !!,ITA2145,32403,02/04/2015,2015,1.16,,,,1.128,10,105,12.18,3.95,2.6,Multiple,2004,2005,220,28,0,0,0,Yes
FARANDOLE,FRA9514,32433,16/04/2015,2015,1.037,,,,1.015,7,119,9.54,2.98,2.05,Multiple,2000,2005,214,17,0,0,0,Yes
CAF DE PARIS,ITA13647,32460,19/03/2015,2015,1.097,,,,1.092,13,172,14.5,4.5,2.8,Single,1999,2000,147,40,46,123,A,Yes
MUSIC,SUI5510,32468,25/03/2015,2015,1.213,,,,1.187,15,130,15.41,4.21,3.35,Multiple,1998,1998,220,36,0,0,0,Yes
BO'PRINCE,FRA479,32483,02/03/2015,2015,0.915,,,,0.901,6,172,7.65,2.48,1.6,Multiple,1977,1985,216,11,0,0,0,Yes
SIR BISS,ITA14949,32498,22/04/2015,2015,1.084,,,,1.07,10,160,11.78,3.7,2.64,Multiple,2000,2005,219,29,0,0,0,Yes
CHELSEA,GBR9162T,32504,20/04/2015,2015,1.001,,,,0.99,8,221,10.68,3.45,2.21,Multiple,2001,2005,217,32,0,0,0,Yes
AWAKEN,FRA9531,32542,24/03/2015,2015,1.082,,,,1.067,10,132,11.98,3.75,2.38,Multiple,2003,2005,214,29,0,0,0,Yes
EOLOS,TUR,32594,08/01/2015,2015,0.981,E,,,0.977,10,208,11.9,3.85,1.85,Multiple,2000,2005,240,40,0,0,0,Yes
ALVAROSKY,ITA16131,32608,22/04/2015,2015,1.044,,,,1.03,10,195,11.99,3.78,2.22,Multiple,2000,2005,220,36,0,0,0,Yes
KRYOS,ITA15020,32630,11/02/2015,2015,1.022,,,,1.009,9,207,11.3,3.67,2.17,Multiple,2005,2005,220,35,0,0,0,Yes
DINDARELLA,ITA15058,32634,09/04/2015,2015,0.953,,,,0.942,7,177,9.48,3.23,1.9,Single,1998,2005,220,26,31,131,A,Yes
ARS UNA,ITA15001,32641,20/02/2015,2015,1.171,,,,1.15,13,153,14.8,4.3,2.75,Multiple,2004,2005,220,36,0,0,0,Yes
FANTASIA,ITA14544,32652,26/03/2015,2015,1.052,E,,,1.037,11,208,12.9,3.99,2.1,Multiple,1998,2004,220,38,0,0,0,Yes
APIDALOS NAFS,GRE1880,32657,23/03/2015,2015,1.07,E,,,1.056,10,175,12.1,3.8,2.4,Multiple,2000,2001,218,30,0,0,0,Yes
KG,TUR990,32663,25/02/2015,2015,0.957,E,,,0.946,10,256,12.25,3.94,2.05,Single,1985,1987,238,43,0,0,0,Yes
ZAMBAK,TUR3534,32676,12/01/2015,2015,0.919,,,,0.919,8,206,10.35,3.48,1.5,Single,2004,2005,238,39,0,0,0,Yes
TAKUNDA,ITA14811,32700,11/03/2015,2015,0.954,,,,0.947,7,174,9.48,3.21,1.9,Multiple,1998,2005,220,24,0,0,0,Yes
ASURA,ITA. 14370,32707,18/03/2015,2015,0.945,,,,0.938,7,174,9.48,3.21,1.9,Multiple,1998,2003,220,26,0,0,0,Yes
SAGAHILO III,FRA9735,32740,20/03/2015,2015,1.037,,,,1.022,8,191,10.61,3.27,2.15,Multiple,2005,2006,212,23,33,123,A,Yes
BETTY BOOP,ITA15072,32741,05/02/2015,2015,0.95,,,,0.929,6,157,8.3,3,2.15,Multiple,2002,2004,220,18,0,0,0,Yes
APHRODITE,GER45036,32764,06/03/2015,2015,1.171,,,,1.154,13,156,13.83,3.92,2.81,Multiple,2002,2004,220,34,57,134,A,Yes
DENEB,ITA14985,32769,25/02/2015,2015,1.014,,,,1.003,8,209,10.68,3.45,2.21,Multiple,2001,2005,220,29,34,126,A,Yes
QUASAR,ITA15135,32796,11/03/2015,2015,0.967,,,,0.957,8,177,10.43,3.49,1.85,Single,2002,2004,220,34,0,0,0,Yes
COURRIER DU CUR,RUS2790,32810,08/04/2015,2015,1.114,E,,,1.096,12,180,13.35,3.98,2.65,Multiple,2003,2006,238,33,0,0,0,Yes
JACK MATHURIN,POR8244,32823,18/03/2015,2015,0.97,,,,0.959,8,217,10.28,3.48,1.92,Multiple,2002,2005,212,34,0,0,0,Yes
SINGLE STAR 2,TUR1044,32840,27/01/2015,2015,1.065,,,,1.055,12,181,13.35,4.25,2.3,Single,2002,2005,239,43,0,0,0,Yes
PRETEXT,BEL4708,32845,17/04/2015,2015,1.19,,,,1.167,13,131,14.49,4.18,2.57,Multiple,2008,2008,212,35,0,0,0,Yes
ZIZOU BUMAYE,FRA27690,32849,27/03/2015,2015,1.033,,,,1.017,9,211,11.3,3.67,2.4,Multiple,2005,2005,212,36,0,0,0,Yes
WIND SONG,ITA15099,32851,26/03/2015,2015,1.088,,,,1.074,10,181,12.44,3.92,2.4,Multiple,2005,2006,220,32,0,0,0,Yes
EDERLEZI,FRA27692,32853,27/03/2015,2015,1.031,,,,1.015,8,179,10.9,3.8,2.23,Multiple,2005,2005,212,33,0,0,0,Yes
MUSI'X,FRA27691,32861,11/03/2015,2015,1.032,,,,1.015,9,211,11.3,3.67,2.29,Multiple,2005,2005,212,36,43,121,A,Yes
GALANGA,FRA9580,32880,02/03/2015,2015,1.02,,,,1,8,198,10.74,3.5,2.08,Multiple,2001,2005,217,30,0,0,0,Yes
MATRAK II,TUR4446,32886,19/01/2015,2015,1.152,E,,,1.123,9,133,11.45,3.62,2.42,Multiple,2006,2006,240,24,0,0,0,Yes
J SQUARED,FRA28471,32889,20/03/2015,2015,1.008,,,,0.988,8,153,10.5,3.35,1.98,Multiple,1991,2001,212,23,33,120,A,Yes
PLACEBO,FRA27549,32903,27/03/2015,2015,0.983,,,,0.968,7,165,9.6,3.47,1.95,Multiple,2003,2005,212,25,35,132,A,Yes
SBERRESSA,ITA14911,32933,22/04/2015,2015,1.11,,,,1.089,12,175,13.37,3.98,2.45,Multiple,2003,2005,219,34,0,0,0,Yes
STREGA ROSSA,ITA16978,32948,11/03/2015,2015,1.104,,,,1.09,7,109,9.98,3.5,2.5,Multiple,1997,2000,220,14,0,0,0,Yes
JAI PIL PIL,ESP873,32959,19/01/2015,2015,0.928,,,,0.915,8,249,10.35,3.46,1.85,Single,1999,2001,236,34,0,0,0,Yes
DR JEKYLL,FRA27902,32964,17/02/2015,2015,0.978,,,,0.955,7,175,9.12,3.04,1.9,Multiple,1992,2005,212,19,31,129,B,Yes
ANNE ET SEBASTIEN IV,FRA27998,32989,20/03/2015,2015,1.084,,,,1.061,11,181,12.92,3.92,2.3,Multiple,2005,2005,212,39,0,0,0,Yes
JARO 7,ITA15038,32997,16/01/2015,2015,1.037,,,,1.022,8,190,10.61,3.27,2.15,Multiple,2005,2006,220,23,0,0,0,Yes
ANGI,ITA,33002,23/03/2015,2015,1.093,,,,1.072,8,114,10.2,3.4,2,Multiple,1999,1999,220,21,0,0,0,Yes
CAMILLA,ITA. 13926,33019,22/04/2015,2015,0.983,,,,0.961,7,176,9.14,3.04,1.826,Multiple,1992,1998,220,17,0,0,0,Yes
EXCEPTION II,FRA25767,33035,05/02/2015,2015,1.053,,,,1.042,10,201,12.19,3.8,2.4,Multiple,2004,2006,216,37,38,124,A,Yes
ALCHEMIST,FRA9695,33045,05/03/2015,2015,1.005,,,,0.994,8,194,10.72,3.45,2.24,Multiple,1993,1999,212,27,0,0,0,Yes
NASHORN,SUI8888,33049,26/03/2015,2015,1.212,,,,1.189,13,135,14.2,4,2.75,Multiple,2005,2005,219,34,0,0,0,Yes
CALIPSO DOS,ESP7581,33055,24/04/2015,2015,0.982,,,,0.971,8,215,10.28,3.48,1.92,Multiple,2002,2006,236,33,0,0,0,Yes
DONENCE,TUR4141,33089,22/01/2015,2015,0.983,E,,,0.97,7,186,9.99,3.16,1.95,Single,1997,2005,239,27,0,0,0,Yes
UNICO,ESP4136,33096,06/03/2015,2015,0.888,,,,0.878,6,215,8.58,3.13,1.6,Multiple,1990,1991,236,24,0,0,0,Yes
JALA,ITA15115,33100,25/03/2015,2015,1.061,,,,1.047,10,181,12.46,3.92,2.4,Multiple,2005,2006,220,38,0,0,0,Yes
SERENITE,FRA7234,33122,17/04/2015,2015,0.893,,,,0.875,7,263,8.92,3,1.68,Multiple,1976,1976,212,26,0,0,0,Yes
JIVARO,FRA27967,33123,31/03/2015,2015,1.106,,,,1.08,12,163,13.11,3.9,2.29,Multiple,2003,2006,212,34,46,127,A,Yes
GALATEA DUE,ITA15141,33129,18/02/2015,2015,1.077,,,,1.069,11,175,12.94,3.97,2.2,Multiple,2003,2006,220,33,40,121,A,Yes
THOR,ITA3523,33146,04/09/2014,2014,1.04,,,,1.025,8,192,10.61,3.27,2.15,Multiple,2005,2006,511,23,33,123,A,Yes
SHINE,GBR563R,33147,13/02/2015,2015,1.171,E,,,1.154,16,160,16.9,4.81,2.77,Multiple,2002,2006,101,49,50,118,A,Yes
AQUAVIT,TUR2151,33177,08/01/2015,2015,1.097,E,,,1.077,12,186,13.37,3.98,2.65,Single,2003,2006,239,36,41,130,A,Yes
ILHABELA II,FRA9681,33202,20/02/2015,2015,1.042,,,,1.03,13,162,14.15,2.83,2,Multiple,2003,2005,217,28,0,0,0,Yes
FREE SPIRIT,ITA15202,33213,05/02/2015,2015,1.087,,,,1.073,12,183,13.37,3.98,2.65,Multiple,2003,2004,219,37,0,0,0,Yes
ACADIA 4 - SALADE DU CHEF,TUR1964,33217,14/01/2015,2015,1.065,E,,,1.038,7,123,9.43,3.08,2.15,Multiple,1995,1996,239,16,0,0,0,Yes
CAPAX INFINITI,FRA34652,33231,24/04/2015,2015,1.078,,,,1.063,11,101,12.8,3.5,2.37,Multiple,1998,1998,216,26,0,0,0,Yes
MISTHO,FRA28039,33232,25/03/2015,2015,1.013,,,,0.996,8,197,10.74,3.5,2.08,Multiple,2001,2002,215,30,33,121,A,Yes
PINTIA,FRA38568,33276,23/04/2015,2015,1.095,,,,1.073,12,167,13.11,3.9,2.29,Multiple,2003,2005,216,36,46,130,A,Yes
BLACK ANGEL (SH),ITA13701,33283,17/04/2015,2015,1.025,,,Shorthanded,1.014,2,190,11.37,3.7,2.1,Multiple,1992,1996,219,28,0,0,0,Yes
JIN TONIC,FRA390,33328,17/02/2015,2015,1.028,E,,,1.007,8,182,10.59,3.55,2.1,Multiple,2005,2005,216,27,37,130,A,Yes
STELLA,ITA15242,33330,11/02/2015,2015,1.154,,,,1.14,13,146,14.2,4.01,3,Multiple,1997,1998,220,34,0,0,0,Yes
FLYING DRAGON,GBR6770R,33332,11/03/2015,2015,1.319,,,,1.306,21,132,21.28,5.45,4,Multiple,2001,2002,220,53,0,0,0,Yes
MARIETA V,FRA9598,33341,27/02/2015,2015,0.984,,,,0.96,7,185,9.12,3.05,1.9,Multiple,1992,2006,236,19,0,0,0,Yes
BLOUNA,FRA1092,33342,18/02/2015,2015,1.014,,,,0.996,8,194,10.74,3.5,2.08,Multiple,2001,2004,212,29,32,121,A,Yes
NEW WAY,FRA9622,33344,10/02/2015,2015,1.094,,,,1.073,12,165,13.11,3.9,2.29,Single,2003,2006,217,35,46,127,A,Yes
NIKI - CHRISTINA,GRE75,33348,25/03/2015,2015,1.043,E,,,1.028,8,192,10.61,3.27,2.15,Multiple,2005,2006,218,23,0,0,0,Yes
CARTOUCHE,FRA45001,33361,20/04/2015,2015,1.357,,,,1.308,13,69,13.8,3.94,2.65,Multiple,2007,2007,212,26,49,140,A,Yes
GOKOVA,TUR651,33386,28/01/2015,2015,1.115,,,,1.094,10,175,12.45,3.75,2.55,Single,2006,2006,238,30,0,0,0,Yes
MAGIC TWELVE,ITA900,33405,31/03/2015,2015,1.196,,,,1.166,13,144,14,4.1,2.7,Multiple,2003,2006,217,34,0,0,0,Yes
VAI MO,ITA15150,33437,28/01/2015,2015,1.019,,,,1.008,9,225,11.35,3.48,1.98,Multiple,2004,2005,220,34,0,0,0,Yes
TOKAOMA 2,FRA001,33441,20/04/2015,2015,1.141,,,,1.11,7,83,10,2.57,1.9,Multiple,2006,2006,212,16,0,0,0,Yes
QUANT,ESP8165,33452,24/04/2015,2015,1.006,,,,0.991,8,214,10.68,3.45,2.21,Single,2001,2006,236,34,34,126,A,Yes
ZIRKA,ESP8758,33454,24/04/2015,2015,0.984,,,,0.969,10,235,11.76,3.85,1.95,Single,1988,2011,235,42,0,0,0,Yes
MAR,ITA15301,33458,25/03/2015,2015,0.956,,,,0.947,7,201,9.45,3.31,1.98,Multiple,2001,2006,220,28,0,0,0,Yes
DHO ARMA,TUR1773,33484,27/02/2015,2015,1.046,E,,,1.033,10,200,11.92,3.75,2.4,Multiple,1997,2006,239,34,0,0,0,Yes
DHO AVARA,TUR1774,33485,27/02/2015,2015,1.045,E,,,1.032,10,201,11.92,3.75,2.4,Multiple,1997,2006,239,34,0,0,0,Yes
DHO ABOSA,TUR1775,33486,27/02/2015,2015,1.046,E,,,1.032,10,201,11.92,3.75,2.4,Multiple,1997,2006,239,34,0,0,0,Yes
DHO AKOVA,TUR1776,33487,27/02/2015,2015,1.046,E,,,1.032,10,201,11.92,3.75,2.4,Multiple,1997,2006,239,34,0,0,0,Yes
FONTESSA,TUR,33498,16/04/2015,2015,1.027,,,,1.016,10,208,11.99,4.06,1.98,Single,2005,2006,239,37,43,120,A,Yes
DRAKE,ITA15369,33516,09/04/2015,2015,1.153,,,,1.147,16,172,16.15,4.91,2.8,Multiple,2003,2006,219,47,0,0,0,Yes
OKYALOS XV,GRE73,33536,18/03/2015,2015,1.04,E,,,1.026,8,191,10.61,3.27,2.15,Multiple,2005,2006,218,23,0,0,0,Yes
STRIPPTEASE,ESP4158,33551,18/03/2015,2015,1.067,,,,1.049,10,175,12.14,3.65,2.4,Multiple,1990,1992,220,27,0,0,0,Yes
REVELATION III,FRA34808,33603,26/01/2015,2015,1.062,,,,1.048,10,186,12.19,3.8,2.4,Multiple,2004,2006,217,34,0,0,0,Yes
DESIRADE,FRA9597,33620,24/02/2015,2015,1.032,,,,1.018,9,227,11.3,3.67,2.42,Multiple,2005,2006,217,36,0,0,0,Yes
JUST A JOKE,ITA15415,33629,05/02/2015,2015,1.029,,,,1.01,8,183,10.59,3.55,2.1,Multiple,2005,2006,220,27,37,130,A,Yes
MAX POWER,M027,33637,14/01/2015,2014,0.999,E,,,0.988,7,167,9.12,3.12,1.99,Multiple,1992,1994,501,15,0,0,0,Yes
AURORA X,TUR2205,33650,06/02/2015,2015,1.041,E,,,1.025,8,196,10.61,3.27,2.15,Multiple,2005,2006,239,23,0,0,0,Yes
VULCANO 2,ITA15441,33683,17/04/2015,2015,0.993,,,,0.978,7,227,9.99,3.36,2,Multiple,2005,2007,220,28,0,0,0,Yes
BELLAQUAINE,BEL5211,33695,22/01/2015,2015,0.991,E,,,0.976,7,180,10,3,1.79,Multiple,1985,1995,205,19,0,0,0,Yes
ARMADOR,TUR606,33699,06/02/2015,2015,1.004,E,,,0.99,8,196,10.79,3.28,2,Single,2004,2006,239,35,0,0,0,Yes
ORIOLUS III,FRA34969,33712,10/03/2015,2015,0.981,,,,0.965,7,178,9.6,3.47,1.95,Multiple,2003,2006,212,26,0,0,0,Yes
DEMON X,ITA15338,33717,26/03/2015,2015,1.043,,,,1.028,8,190,10.61,3.27,2.15,Multiple,2005,2006,219,23,33,123,A,Yes
YEDICERILER,TUR1444,33721,12/01/2015,2015,0.988,E,,,0.97,7,185,9.99,3.16,1.95,Single,1997,2007,239,27,0,0,0,Yes
ZETA,FRA34932,33724,19/03/2015,2015,0.982,,,,0.966,7,180,9.6,3.47,1.95,Multiple,2003,2007,212,27,0,0,0,Yes
